,source,type,gene_id,gene_version,gene_name,gene_source,gene_biotype,gene_search,is_top_hvg
ENSG00000123243,ensembl_havana,gene,ENSG00000123243,14,ITIH5,ensembl_havana,protein_coding,ITIH5; ENSG00000123243,TRUE
ENSG00000151655,ensembl_havana,gene,ENSG00000151655,18,ITIH2,ensembl_havana,protein_coding,ITIH2; ENSG00000151655,FALSE
ENSG00000151657,ensembl_havana,gene,ENSG00000151657,11,KIN,ensembl_havana,protein_coding,KIN; ENSG00000151657,FALSE
ENSG00000165629,ensembl_havana,gene,ENSG00000165629,19,ATP5F1C,ensembl_havana,protein_coding,ATP5F1C; ENSG00000165629,FALSE
ENSG00000165632,ensembl_havana,gene,ENSG00000165632,7,TAF3,ensembl_havana,protein_coding,TAF3; ENSG00000165632,FALSE
ENSG00000107485,ensembl_havana,gene,ENSG00000107485,16,GATA3,ensembl_havana,protein_coding,GATA3; ENSG00000107485,TRUE
ENSG00000197308,havana,gene,ENSG00000197308,9,GATA3-AS1,havana,lincRNA,GATA3-AS1; ENSG00000197308,TRUE
ENSG00000232638,havana,gene,ENSG00000232638,1,AL390294.1,havana,lincRNA,AL390294.1; ENSG00000232638,FALSE
ENSG00000232170,havana,gene,ENSG00000232170,5,LINC00708,havana,lincRNA,LINC00708; ENSG00000232170,FALSE
ENSG00000226861,havana,gene,ENSG00000226861,1,AL390835.1,havana,lincRNA,AL390835.1; ENSG00000226861,FALSE
ENSG00000226990,havana,gene,ENSG00000226990,1,AC025946.1,havana,lincRNA,AC025946.1; ENSG00000226990,FALSE
ENSG00000234752,havana,gene,ENSG00000234752,1,AC044784.2,havana,lincRNA,AC044784.2; ENSG00000234752,FALSE
ENSG00000223808,havana,gene,ENSG00000223808,1,AC044784.1,havana,lincRNA,AC044784.1; ENSG00000223808,FALSE
ENSG00000230014,havana,gene,ENSG00000230014,1,LINC00709,havana,lincRNA,LINC00709; ENSG00000230014,FALSE
ENSG00000228636,havana,gene,ENSG00000228636,1,AL157401.1,havana,lincRNA,AL157401.1; ENSG00000228636,FALSE
ENSG00000224788,havana,gene,ENSG00000224788,1,AL138775.1,havana,lincRNA,AL138775.1; ENSG00000224788,FALSE
ENSG00000234306,havana,gene,ENSG00000234306,1,AL583859.1,havana,lincRNA,AL583859.1; ENSG00000234306,FALSE
ENSG00000270111,havana,gene,ENSG00000270111,2,AL583859.2,havana,lincRNA,AL583859.2; ENSG00000270111,FALSE
ENSG00000225383,havana,gene,ENSG00000225383,7,SFTA1P,havana,lincRNA,SFTA1P; ENSG00000225383,FALSE
ENSG00000048740,ensembl_havana,gene,ENSG00000048740,18,CELF2,ensembl_havana,protein_coding,CELF2; ENSG00000048740,FALSE
ENSG00000231496,havana,gene,ENSG00000231496,1,AL136369.2,havana,lincRNA,AL136369.2; ENSG00000231496,FALSE
ENSG00000228027,havana,gene,ENSG00000228027,1,AL136369.1,havana,antisense,AL136369.1; ENSG00000228027,FALSE
ENSG00000229206,havana,gene,ENSG00000229206,3,AL162408.1,havana,lincRNA,AL162408.1; ENSG00000229206,FALSE
ENSG00000237986,havana,gene,ENSG00000237986,3,CELF2-AS2,havana,antisense,CELF2-AS2; ENSG00000237986,FALSE
ENSG00000230322,havana,gene,ENSG00000230322,1,AL136320.1,havana,antisense,AL136320.1; ENSG00000230322,FALSE
ENSG00000181800,havana,gene,ENSG00000181800,5,CELF2-AS1,havana,antisense,CELF2-AS1; ENSG00000181800,FALSE
ENSG00000148429,ensembl_havana,gene,ENSG00000148429,14,USP6NL,ensembl_havana,protein_coding,USP6NL; ENSG00000148429,FALSE
ENSG00000271360,havana,gene,ENSG00000271360,1,AL512631.2,havana,antisense,AL512631.2; ENSG00000271360,FALSE
ENSG00000271046,havana,gene,ENSG00000271046,1,AL512631.1,havana,lincRNA,AL512631.1; ENSG00000271046,FALSE
ENSG00000134463,ensembl_havana,gene,ENSG00000134463,14,ECHDC3,ensembl_havana,protein_coding,ECHDC3; ENSG00000134463,FALSE
ENSG00000148426,ensembl_havana,gene,ENSG00000148426,12,PROSER2,ensembl_havana,protein_coding,PROSER2; ENSG00000148426,FALSE
ENSG00000225778,havana,gene,ENSG00000225778,5,PROSER2-AS1,havana,antisense,PROSER2-AS1; ENSG00000225778,FALSE
ENSG00000151461,ensembl_havana,gene,ENSG00000151461,19,UPF2,ensembl_havana,protein_coding,UPF2; ENSG00000151461,FALSE
ENSG00000181192,ensembl_havana,gene,ENSG00000181192,11,DHTKD1,ensembl_havana,protein_coding,DHTKD1; ENSG00000181192,FALSE
ENSG00000065665,ensembl_havana,gene,ENSG00000065665,20,SEC61A2,ensembl_havana,protein_coding,SEC61A2; ENSG00000065665,FALSE
ENSG00000165609,ensembl_havana,gene,ENSG00000165609,12,NUDT5,ensembl_havana,protein_coding,NUDT5; ENSG00000165609,FALSE
ENSG00000151465,ensembl_havana,gene,ENSG00000151465,13,CDC123,ensembl_havana,protein_coding,CDC123; ENSG00000151465,FALSE
ENSG00000228302,havana,gene,ENSG00000228302,2,AL512770.1,havana,antisense,AL512770.1; ENSG00000228302,FALSE
ENSG00000183049,ensembl_havana,gene,ENSG00000183049,12,CAMK1D,ensembl_havana,protein_coding,CAMK1D; ENSG00000183049,FALSE
ENSG00000151468,ensembl_havana,gene,ENSG00000151468,10,CCDC3,ensembl_havana,protein_coding,CCDC3; ENSG00000151468,FALSE
ENSG00000123240,ensembl_havana,gene,ENSG00000123240,16,OPTN,ensembl_havana,protein_coding,OPTN; ENSG00000123240,FALSE
ENSG00000065328,ensembl_havana,gene,ENSG00000065328,16,MCM10,ensembl_havana,protein_coding,MCM10; ENSG00000065328,FALSE
ENSG00000165623,ensembl_havana,gene,ENSG00000165623,9,UCMA,ensembl_havana,protein_coding,UCMA; ENSG00000165623,FALSE
ENSG00000107537,ensembl_havana,gene,ENSG00000107537,13,PHYH,ensembl_havana,protein_coding,PHYH; ENSG00000107537,FALSE
ENSG00000086475,ensembl_havana,gene,ENSG00000086475,14,SEPHS1,ensembl_havana,protein_coding,SEPHS1; ENSG00000086475,FALSE
ENSG00000233256,havana,gene,ENSG00000233256,1,AL355870.1,havana,antisense,AL355870.1; ENSG00000233256,FALSE
ENSG00000165626,ensembl_havana,gene,ENSG00000165626,16,BEND7,ensembl_havana,protein_coding,BEND7; ENSG00000165626,FALSE
ENSG00000227175,havana,gene,ENSG00000227175,1,AL590677.1,havana,antisense,AL590677.1; ENSG00000227175,FALSE
ENSG00000165630,ensembl_havana,gene,ENSG00000165630,13,PRPF18,ensembl_havana,protein_coding,PRPF18; ENSG00000165630,FALSE
ENSG00000282246,havana,gene,ENSG00000282246,1,AL157392.5,havana,protein_coding,AL157392.5; ENSG00000282246,FALSE
ENSG00000151474,havana,gene,ENSG00000151474,21,FRMD4A,havana,protein_coding,FRMD4A; ENSG00000151474,FALSE
ENSG00000273474,havana,gene,ENSG00000273474,1,AL157392.4,havana,antisense,AL157392.4; ENSG00000273474,FALSE
ENSG00000225112,havana,gene,ENSG00000225112,1,AL157392.1,havana,antisense,AL157392.1; ENSG00000225112,FALSE
ENSG00000234091,havana,gene,ENSG00000234091,1,AL157392.2,havana,antisense,AL157392.2; ENSG00000234091,FALSE
ENSG00000229751,havana,gene,ENSG00000229751,1,AC044781.1,havana,antisense,AC044781.1; ENSG00000229751,FALSE
ENSG00000235410,havana,gene,ENSG00000235410,1,AL157896.1,havana,antisense,AL157896.1; ENSG00000235410,FALSE
ENSG00000065809,ensembl_havana,gene,ENSG00000065809,13,FAM107B,ensembl_havana,protein_coding,FAM107B; ENSG00000065809,TRUE
ENSG00000236495,havana,gene,ENSG00000236495,1,AL158168.1,havana,antisense,AL158168.1; ENSG00000236495,FALSE
ENSG00000185267,ensembl_havana,gene,ENSG00000185267,9,CDNF,ensembl_havana,protein_coding,CDNF; ENSG00000185267,FALSE
ENSG00000284024,ensembl_havana,gene,ENSG00000284024,2,HSPA14,ensembl_havana,protein_coding,HSPA14; ENSG00000284024,FALSE
ENSG00000187522,ensembl_havana,gene,ENSG00000187522,15,HSPA14,ensembl_havana,protein_coding,HSPA14; ENSG00000187522,FALSE
ENSG00000272853,havana,gene,ENSG00000272853,1,AC069544.1,havana,lincRNA,AC069544.1; ENSG00000272853,FALSE
ENSG00000152455,ensembl_havana,gene,ENSG00000152455,15,SUV39H2,ensembl_havana,protein_coding,SUV39H2; ENSG00000152455,FALSE
ENSG00000152457,ensembl_havana,gene,ENSG00000152457,17,DCLRE1C,ensembl_havana,protein_coding,DCLRE1C; ENSG00000152457,FALSE
ENSG00000197889,ensembl_havana,gene,ENSG00000197889,9,MEIG1,ensembl_havana,protein_coding,MEIG1; ENSG00000197889,FALSE
ENSG00000152463,ensembl_havana,gene,ENSG00000152463,14,OLAH,ensembl_havana,protein_coding,OLAH; ENSG00000152463,FALSE
ENSG00000176244,ensembl_havana,gene,ENSG00000176244,6,ACBD7,ensembl_havana,protein_coding,ACBD7; ENSG00000176244,FALSE
ENSG00000152464,ensembl_havana,gene,ENSG00000152464,14,RPP38,ensembl_havana,protein_coding,RPP38; ENSG00000152464,FALSE
ENSG00000152465,ensembl_havana,gene,ENSG00000152465,17,NMT2,ensembl_havana,protein_coding,NMT2; ENSG00000152465,FALSE
ENSG00000148468,ensembl_havana,gene,ENSG00000148468,16,FAM171A1,ensembl_havana,protein_coding,FAM171A1; ENSG00000148468,FALSE
ENSG00000232739,havana,gene,ENSG00000232739,1,AL607028.1,havana,antisense,AL607028.1; ENSG00000232739,FALSE
ENSG00000077943,ensembl_havana,gene,ENSG00000077943,7,ITGA8,ensembl_havana,protein_coding,ITGA8; ENSG00000077943,FALSE
ENSG00000148481,ensembl_havana,gene,ENSG00000148481,13,MINDY3,ensembl_havana,protein_coding,MINDY3; ENSG00000148481,FALSE
ENSG00000226140,havana,gene,ENSG00000226140,5,AL355339.1,havana,lincRNA,AL355339.1; ENSG00000226140,FALSE
ENSG00000165983,ensembl_havana,gene,ENSG00000165983,14,PTER,ensembl_havana,protein_coding,PTER; ENSG00000165983,FALSE
ENSG00000165985,ensembl_havana,gene,ENSG00000165985,9,C1QL3,ensembl_havana,protein_coding,C1QL3; ENSG00000165985,FALSE
ENSG00000148484,ensembl_havana,gene,ENSG00000148484,17,RSU1,ensembl_havana,protein_coding,RSU1; ENSG00000148484,FALSE
ENSG00000107611,ensembl_havana,gene,ENSG00000107611,14,CUBN,ensembl_havana,protein_coding,CUBN; ENSG00000107611,FALSE
ENSG00000273153,havana,gene,ENSG00000273153,1,AC067747.1,havana,lincRNA,AC067747.1; ENSG00000273153,FALSE
ENSG00000107614,ensembl_havana,gene,ENSG00000107614,21,TRDMT1,ensembl_havana,protein_coding,TRDMT1; ENSG00000107614,FALSE
ENSG00000229124,havana,gene,ENSG00000229124,6,VIM-AS1,havana,antisense,VIM-AS1; ENSG00000229124,FALSE
ENSG00000026025,ensembl_havana,gene,ENSG00000026025,15,VIM,ensembl_havana,protein_coding,VIM; ENSG00000026025,TRUE
ENSG00000234961,havana,gene,ENSG00000234961,1,AL133415.1,havana,antisense,AL133415.1; ENSG00000234961,FALSE
ENSG00000148488,ensembl_havana,gene,ENSG00000148488,15,ST8SIA6,ensembl_havana,protein_coding,ST8SIA6; ENSG00000148488,FALSE
ENSG00000204832,havana,gene,ENSG00000204832,9,ST8SIA6-AS1,havana,antisense,ST8SIA6-AS1; ENSG00000204832,FALSE
ENSG00000165996,ensembl_havana,gene,ENSG00000165996,13,HACD1,ensembl_havana,protein_coding,HACD1; ENSG00000165996,FALSE
ENSG00000260589,havana,gene,ENSG00000260589,1,STAM-AS1,havana,antisense,STAM-AS1; ENSG00000260589,FALSE
ENSG00000136738,ensembl_havana,gene,ENSG00000136738,14,STAM,ensembl_havana,protein_coding,STAM; ENSG00000136738,FALSE
ENSG00000229190,havana,gene,ENSG00000229190,1,AC069542.1,havana,antisense,AC069542.1; ENSG00000229190,FALSE
ENSG00000148483,ensembl_havana,gene,ENSG00000148483,8,TMEM236,ensembl_havana,protein_coding,TMEM236; ENSG00000148483,FALSE
ENSG00000260314,ensembl_havana,gene,ENSG00000260314,2,MRC1,ensembl_havana,protein_coding,MRC1; ENSG00000260314,FALSE
ENSG00000235637,havana,gene,ENSG00000235637,1,AC069023.1,havana,antisense,AC069023.1; ENSG00000235637,FALSE
ENSG00000148482,ensembl_havana,gene,ENSG00000148482,11,SLC39A12,ensembl_havana,protein_coding,SLC39A12; ENSG00000148482,TRUE
ENSG00000226083,havana,gene,ENSG00000226083,5,SLC39A12-AS1,havana,antisense,SLC39A12-AS1; ENSG00000226083,FALSE
ENSG00000165995,ensembl_havana,gene,ENSG00000165995,19,CACNB2,ensembl_havana,protein_coding,CACNB2; ENSG00000165995,FALSE
ENSG00000240291,havana,gene,ENSG00000240291,1,AL450384.2,havana,antisense,AL450384.2; ENSG00000240291,FALSE
ENSG00000225527,havana,gene,ENSG00000225527,1,AL450384.1,havana,antisense,AL450384.1; ENSG00000225527,FALSE
ENSG00000241058,ensembl_havana,gene,ENSG00000241058,3,NSUN6,ensembl_havana,protein_coding,NSUN6; ENSG00000241058,FALSE
ENSG00000165997,ensembl_havana,gene,ENSG00000165997,4,ARL5B,ensembl_havana,protein_coding,ARL5B; ENSG00000165997,FALSE
ENSG00000234244,havana,gene,ENSG00000234244,1,AL512641.1,havana,lincRNA,AL512641.1; ENSG00000234244,FALSE
ENSG00000204740,havana,gene,ENSG00000204740,10,MALRD1,havana,protein_coding,MALRD1; ENSG00000204740,FALSE
ENSG00000227734,havana,gene,ENSG00000227734,1,AL590378.1,havana,antisense,AL590378.1; ENSG00000227734,FALSE
ENSG00000233968,havana,gene,ENSG00000233968,6,AL157895.1,havana,antisense,AL157895.1; ENSG00000233968,FALSE
ENSG00000120594,ensembl_havana,gene,ENSG00000120594,16,PLXDC2,ensembl_havana,protein_coding,PLXDC2; ENSG00000120594,FALSE
ENSG00000238246,havana,gene,ENSG00000238246,1,AC069549.1,havana,antisense,AC069549.1; ENSG00000238246,FALSE
ENSG00000078114,ensembl_havana,gene,ENSG00000078114,18,NEBL,ensembl_havana,protein_coding,NEBL; ENSG00000078114,TRUE
ENSG00000204683,ensembl_havana,gene,ENSG00000204683,10,C10orf113,ensembl_havana,protein_coding,C10orf113; ENSG00000204683,FALSE
ENSG00000231920,havana,gene,ENSG00000231920,1,NEBL-AS1,havana,antisense,NEBL-AS1; ENSG00000231920,FALSE
ENSG00000230109,havana,gene,ENSG00000230109,1,AL158209.1,havana,lincRNA,AL158209.1; ENSG00000230109,FALSE
ENSG00000204682,ensembl_havana,gene,ENSG00000204682,5,CASC10,ensembl_havana,protein_coding,CASC10; ENSG00000204682,FALSE
ENSG00000180592,ensembl_havana,gene,ENSG00000180592,16,SKIDA1,ensembl_havana,protein_coding,SKIDA1; ENSG00000180592,FALSE
ENSG00000078403,ensembl_havana,gene,ENSG00000078403,16,MLLT10,ensembl_havana,protein_coding,MLLT10; ENSG00000078403,FALSE
ENSG00000136770,ensembl_havana,gene,ENSG00000136770,10,DNAJC1,ensembl_havana,protein_coding,DNAJC1; ENSG00000136770,TRUE
ENSG00000223601,ensembl_havana,gene,ENSG00000223601,2,EBLN1,ensembl_havana,protein_coding,EBLN1; ENSG00000223601,FALSE
ENSG00000260205,havana,gene,ENSG00000260205,1,AL157831.2,havana,lincRNA,AL157831.2; ENSG00000260205,FALSE
ENSG00000261671,havana,gene,ENSG00000261671,1,AL158211.1,havana,lincRNA,AL158211.1; ENSG00000261671,FALSE
ENSG00000148444,ensembl_havana,gene,ENSG00000148444,15,COMMD3,ensembl_havana,protein_coding,COMMD3; ENSG00000148444,TRUE
ENSG00000269897,ensembl_havana,gene,ENSG00000269897,5,COMMD3-BMI1,ensembl_havana,protein_coding,COMMD3-BMI1; ENSG00000269897,FALSE
ENSG00000168283,ensembl_havana,gene,ENSG00000168283,13,BMI1,ensembl_havana,protein_coding,BMI1; ENSG00000168283,FALSE
ENSG00000272516,havana,gene,ENSG00000272516,1,AL158211.4,havana,lincRNA,AL158211.4; ENSG00000272516,FALSE
ENSG00000271981,havana,gene,ENSG00000271981,1,AL158211.2,havana,lincRNA,AL158211.2; ENSG00000271981,FALSE
ENSG00000272366,havana,gene,ENSG00000272366,1,AL158211.3,havana,lincRNA,AL158211.3; ENSG00000272366,FALSE
ENSG00000077327,ensembl_havana,gene,ENSG00000077327,15,SPAG6,ensembl_havana,protein_coding,SPAG6; ENSG00000077327,FALSE
ENSG00000285254,havana,gene,ENSG00000285254,1,AL513128.2,havana,lincRNA,AL513128.2; ENSG00000285254,FALSE
ENSG00000150867,ensembl_havana,gene,ENSG00000150867,13,PIP4K2A,ensembl_havana,protein_coding,PIP4K2A; ENSG00000150867,TRUE
ENSG00000165309,ensembl_havana,gene,ENSG00000165309,13,ARMC3,ensembl_havana,protein_coding,ARMC3; ENSG00000165309,FALSE
ENSG00000148450,ensembl_havana,gene,ENSG00000148450,12,MSRB2,ensembl_havana,protein_coding,MSRB2; ENSG00000148450,TRUE
ENSG00000168267,ensembl_havana,gene,ENSG00000168267,6,PTF1A,ensembl_havana,protein_coding,PTF1A; ENSG00000168267,FALSE
ENSG00000179133,ensembl_havana,gene,ENSG00000179133,12,C10orf67,ensembl_havana,protein_coding,C10orf67; ENSG00000179133,FALSE
ENSG00000224215,havana,gene,ENSG00000224215,1,AL606469.1,havana,antisense,AL606469.1; ENSG00000224215,FALSE
ENSG00000165312,ensembl_havana,gene,ENSG00000165312,6,OTUD1,ensembl_havana,protein_coding,OTUD1; ENSG00000165312,FALSE
ENSG00000120549,ensembl_havana,gene,ENSG00000120549,17,KIAA1217,ensembl_havana,protein_coding,KIAA1217; ENSG00000120549,FALSE
ENSG00000107863,ensembl_havana,gene,ENSG00000107863,17,ARHGAP21,ensembl_havana,protein_coding,ARHGAP21; ENSG00000107863,FALSE
ENSG00000099256,ensembl_havana,gene,ENSG00000099256,18,PRTFDC1,ensembl_havana,protein_coding,PRTFDC1; ENSG00000099256,FALSE
ENSG00000273107,havana,gene,ENSG00000273107,1,AL512598.1,havana,lincRNA,AL512598.1; ENSG00000273107,FALSE
ENSG00000151023,ensembl_havana,gene,ENSG00000151023,16,ENKUR,ensembl_havana,protein_coding,ENKUR; ENSG00000151023,FALSE
ENSG00000185875,ensembl_havana,gene,ENSG00000185875,12,THNSL1,ensembl_havana,protein_coding,THNSL1; ENSG00000185875,FALSE
ENSG00000231422,havana,gene,ENSG00000231422,2,LINC01516,havana,lincRNA,LINC01516; ENSG00000231422,FALSE
ENSG00000233642,havana,gene,ENSG00000233642,1,GPR158-AS1,havana,antisense,GPR158-AS1; ENSG00000233642,FALSE
ENSG00000151025,ensembl_havana,gene,ENSG00000151025,9,GPR158,ensembl_havana,protein_coding,GPR158; ENSG00000151025,FALSE
ENSG00000280809,havana,gene,ENSG00000280809,2,LINC00836,havana,lincRNA,LINC00836; ENSG00000280809,FALSE
ENSG00000226304,havana,gene,ENSG00000226304,1,AL358612.1,havana,antisense,AL358612.1; ENSG00000226304,FALSE
ENSG00000095777,ensembl_havana,gene,ENSG00000095777,15,MYO3A,ensembl_havana,protein_coding,MYO3A; ENSG00000095777,FALSE
ENSG00000136750,ensembl_havana,gene,ENSG00000136750,11,GAD2,ensembl_havana,protein_coding,GAD2; ENSG00000136750,TRUE
ENSG00000077420,ensembl_havana,gene,ENSG00000077420,15,APBB1IP,ensembl_havana,protein_coding,APBB1IP; ENSG00000077420,FALSE
ENSG00000234296,havana,gene,ENSG00000234296,1,AL390961.1,havana,lincRNA,AL390961.1; ENSG00000234296,FALSE
ENSG00000148459,ensembl_havana,gene,ENSG00000148459,15,PDSS1,ensembl_havana,protein_coding,PDSS1; ENSG00000148459,FALSE
ENSG00000235843,havana,gene,ENSG00000235843,1,AL390961.2,havana,antisense,AL390961.2; ENSG00000235843,FALSE
ENSG00000136754,ensembl_havana,gene,ENSG00000136754,17,ABI1,ensembl_havana,protein_coding,ABI1; ENSG00000136754,FALSE
ENSG00000107890,ensembl_havana,gene,ENSG00000107890,16,ANKRD26,ensembl_havana,protein_coding,ANKRD26; ENSG00000107890,FALSE
ENSG00000136758,ensembl_havana,gene,ENSG00000136758,18,YME1L1,ensembl_havana,protein_coding,YME1L1; ENSG00000136758,FALSE
ENSG00000120539,ensembl_havana,gene,ENSG00000120539,14,MASTL,ensembl_havana,protein_coding,MASTL; ENSG00000120539,FALSE
ENSG00000107897,ensembl_havana,gene,ENSG00000107897,18,ACBD5,ensembl_havana,protein_coding,ACBD5; ENSG00000107897,FALSE
ENSG00000262412,havana,gene,ENSG00000262412,1,AL160291.1,havana,lincRNA,AL160291.1; ENSG00000262412,FALSE
ENSG00000260151,havana,gene,ENSG00000260151,1,AL355493.2,havana,lincRNA,AL355493.2; ENSG00000260151,FALSE
ENSG00000099246,ensembl_havana,gene,ENSG00000099246,16,RAB18,ensembl_havana,protein_coding,RAB18; ENSG00000099246,FALSE
ENSG00000150051,ensembl_havana,gene,ENSG00000150051,13,MKX,ensembl_havana,protein_coding,MKX; ENSG00000150051,FALSE
ENSG00000230500,havana,gene,ENSG00000230500,1,MKX-AS1,havana,antisense,MKX-AS1; ENSG00000230500,FALSE
ENSG00000169126,ensembl_havana,gene,ENSG00000169126,15,ARMC4,ensembl_havana,protein_coding,ARMC4; ENSG00000169126,FALSE
ENSG00000233472,havana,gene,ENSG00000233472,1,AL390866.1,havana,lincRNA,AL390866.1; ENSG00000233472,FALSE
ENSG00000150054,ensembl_havana,gene,ENSG00000150054,18,MPP7,ensembl_havana,protein_coding,MPP7; ENSG00000150054,FALSE
ENSG00000282996,havana,gene,ENSG00000282996,1,AC022021.1,havana,lincRNA,AC022021.1; ENSG00000282996,FALSE
ENSG00000237128,havana,gene,ENSG00000237128,1,AL358234.1,havana,lincRNA,AL358234.1; ENSG00000237128,FALSE
ENSG00000254635,havana,gene,ENSG00000254635,5,WAC-AS1,havana,antisense,WAC-AS1; ENSG00000254635,FALSE
ENSG00000095787,ensembl_havana,gene,ENSG00000095787,21,WAC,ensembl_havana,protein_coding,WAC; ENSG00000095787,FALSE
ENSG00000095739,ensembl_havana,gene,ENSG00000095739,10,BAMBI,ensembl_havana,protein_coding,BAMBI; ENSG00000095739,TRUE
ENSG00000236716,havana,gene,ENSG00000236716,1,AL355376.1,havana,lincRNA,AL355376.1; ENSG00000236716,FALSE
ENSG00000235824,havana,gene,ENSG00000235824,4,LINC00837,havana,lincRNA,LINC00837; ENSG00000235824,FALSE
ENSG00000120563,ensembl_havana,gene,ENSG00000120563,8,LYZL1,ensembl_havana,protein_coding,LYZL1; ENSG00000120563,FALSE
ENSG00000197321,ensembl_havana,gene,ENSG00000197321,14,SVIL,ensembl_havana,protein_coding,SVIL; ENSG00000197321,FALSE
ENSG00000165757,ensembl_havana,gene,ENSG00000165757,8,JCAD,ensembl_havana,protein_coding,JCAD; ENSG00000165757,FALSE
ENSG00000107951,ensembl_havana,gene,ENSG00000107951,14,MTPAP,ensembl_havana,protein_coding,MTPAP; ENSG00000107951,FALSE
ENSG00000107968,ensembl_havana,gene,ENSG00000107968,9,MAP3K8,ensembl_havana,protein_coding,MAP3K8; ENSG00000107968,FALSE
ENSG00000228800,havana,gene,ENSG00000228800,1,AL590068.1,havana,lincRNA,AL590068.1; ENSG00000228800,FALSE
ENSG00000230298,havana,gene,ENSG00000230298,1,AL590068.2,havana,lincRNA,AL590068.2; ENSG00000230298,FALSE
ENSG00000151033,ensembl_havana,gene,ENSG00000151033,8,LYZL2,ensembl_havana,protein_coding,LYZL2; ENSG00000151033,FALSE
ENSG00000230720,havana,gene,ENSG00000230720,1,AL451107.1,havana,lincRNA,AL451107.1; ENSG00000230720,FALSE
ENSG00000183621,ensembl_havana,gene,ENSG00000183621,15,ZNF438,ensembl_havana,protein_coding,ZNF438; ENSG00000183621,FALSE
ENSG00000272381,havana,gene,ENSG00000272381,1,AL356258.1,havana,lincRNA,AL356258.1; ENSG00000272381,FALSE
ENSG00000237036,havana,gene,ENSG00000237036,4,ZEB1-AS1,havana,antisense,ZEB1-AS1; ENSG00000237036,FALSE
ENSG00000148516,ensembl_havana,gene,ENSG00000148516,21,ZEB1,ensembl_havana,protein_coding,ZEB1; ENSG00000148516,FALSE
ENSG00000223834,havana,gene,ENSG00000223834,2,AL161935.1,havana,lincRNA,AL161935.1; ENSG00000223834,FALSE
ENSG00000237797,havana,gene,ENSG00000237797,1,AL161935.3,havana,lincRNA,AL161935.3; ENSG00000237797,FALSE
ENSG00000165322,ensembl_havana,gene,ENSG00000165322,17,ARHGAP12,ensembl_havana,protein_coding,ARHGAP12; ENSG00000165322,FALSE
ENSG00000170759,ensembl_havana,gene,ENSG00000170759,10,KIF5B,ensembl_havana,protein_coding,KIF5B; ENSG00000170759,TRUE
ENSG00000227253,havana,gene,ENSG00000227253,3,AL158834.2,havana,antisense,AL158834.2; ENSG00000227253,FALSE
ENSG00000120616,ensembl_havana,gene,ENSG00000120616,15,EPC1,ensembl_havana,protein_coding,EPC1; ENSG00000120616,FALSE
